gene,tda_importance,tda_rank,euclidean_t,euclidean_p,euclidean_rank
LOC90246,0.80905426,52,-0.17226835,0.8633845,20325
C1orf151-NBL1,0.8090124,53,4.753233,4.653338e-06,9914
MIR1203,0.80852723,54,3.0346184,0.0028911156,12927
PROP1,0.8083361,55,2.6502724,0.0090988,13760
AQP2,0.8064501,56,-2.4608796,0.015082166,14159
JMJD6,0.80378264,57,0.072454125,0.94234556,20618
CCDC109B,0.8010473,58,7.3575277,1.2697878e-11,6316
SLC30A4,0.7995924,59,-5.7386303,7.692748e-08,8493
PMPCA,0.7985971,60,8.216654,2.903435e-14,5201
C10orf113,0.79475135,61,0.21807323,0.8277993,20180
ZC3H6,0.79444015,62,-9.565698,1.3167052e-16,4402
GPR82,0.7936598,63,2.8307407,0.0054168706,13388
EPHA7,0.78986704,64,-6.2274895,6.5969834e-09,7767
MIA2,0.7896949,65,-3.3020482,0.0013226799,12467
C22orf24,0.78838336,66,-0.6471271,0.5188295,18797
FBLN1,0.78373235,67,-8.484629,6.9536594e-14,5351
GPR98,0.7820516,68,-0.9633596,0.3372541,17886
FFAR2,0.7814952,69,1.8210094,0.07100759,15621
MAG,0.78120875,70,4.1691694,5.627646e-05,10888
CGN,0.7801249,71,4.8532414,4.3422237e-06,9882
STX12,0.77947944,72,-11.570132,1.3982328e-20,3317
MIR4271,0.7745576,73,-4.708828,7.708817e-06,10100
AZGP1P1,0.77368164,74,4.9087667,2.8113457e-06,9710
CLCA3P,0.7728071,75,-2.9001317,0.004294505,13195
SERPINB3,0.77138436,76,1.6730139,0.09609414,15961
VTRNA2-1,0.77109945,77,-3.8207736,0.00023428483,11525
SCOC,0.76813465,78,2.0951366,0.038009543,14989
NRADDP,0.7662088,79,-2.6802046,0.008450603,13710
P2RY14,0.765762,80,-9.87954,9.220473e-17,4360
C14orf182,0.7645671,81,7.732705,9.296352e-13,5813
SPCS3,0.7630255,82,-0.9326092,0.35279453,17972
C5orf28,0.75975674,83,1.8246489,0.070765324,15616
AOC4,0.75586224,84,-10.803929,2.3600036e-18,3864
ZNF653,0.7556759,85,4.384813,2.5913509e-05,10570
LACE1,0.755229,86,-2.2776692,0.02428204,14584
CPNE3,0.7551477,87,3.1419992,0.0020220485,12709
ADAMTS19,0.75347155,88,7.7644076,1.5875929e-13,5491
NUBP1,0.753279,89,7.701786,1.3327078e-12,5883
ADRA1A,0.7498669,90,-11.589541,4.3665805e-20,3442
TXNDC15,0.7492,91,-4.239479,3.8768525e-05,10731
HHEX,0.74821603,92,-2.7370481,0.007119256,13580
LOC100132352,0.7476282,93,-12.838813,4.63749e-25,2413
RFX6,0.7442387,94,-5.594246,1.710949e-07,8724
DNTT,0.7420185,95,-0.12738064,0.8988928,20459
LOC81691,0.7413379,96,5.5613775,9.880977e-08,8573
CNIH,0.740865,97,2.9629002,0.0036067336,13066
ARL13A,0.7402952,98,-5.3510017,4.3840478e-07,9054
PSMA8,0.7392603,99,-2.0004718,0.047037672,15194
SCFD2,0.73733723,100,-2.3043222,0.022602145,14527
PRAMEF11,0.7367759,101,-0.68794656,0.49300495,18669
SPDYE6,0.7330221,102,2.4946437,0.013978681,14095
UROS,0.73240983,103,10.600348,3.948171e-21,3185
CIITA,0.73192406,104,-0.6130388,0.5407745,18903
DEFB115,0.731605,105,3.6463592,0.00028384785,11633
SPG21,0.7298721,106,6.0521727,1.27702116e-08,7964
LEPROT,0.72927046,107,-14.084596,8.654127e-27,2119
LOC399708,0.72924984,108,2.8993883,0.0041316696,13164
LOC100506930,0.72854733,109,7.853117,2.1044726e-12,5976
NR2E1,0.7279949,110,0.17116022,0.86427647,20328
LETMD1,0.72771585,111,-13.665122,1.8086346e-25,2338
RAP1GAP,0.7259999,112,4.2223663,5.078183e-05,10843
AGPAT4-IT1,0.7230458,113,-7.82293,2.9228172e-12,6039
GLRX3,0.72299457,114,6.777868,1.4899845e-10,6848
DNMBP,0.7226918,115,-4.44791,1.6427439e-05,10370
MYO10,0.72257996,116,2.1583786,0.03227512,14858
MKL1,0.7204274,117,-4.768538,5.7287953e-06,9989
F2RL2,0.7199341,118,8.035005,4.796895e-13,5683
PARD3B,0.7168676,119,-10.324201,1.0917136e-17,4059
SLC29A1,0.71609086,120,-11.060657,1.2618105e-21,3070
SNRPA,0.7156513,121,4.102039,6.7490786e-05,10972
HTR5A,0.7148675,122,-0.95947385,0.33941865,17902
LARP4B,0.71405447,123,6.835489,2.3193894e-10,6970
SLC25A20,0.71382976,124,-10.427128,3.4220055e-18,3914
OR2D3,0.7137555,125,0.94463974,0.3466513,17947
TRPM8,0.7121037,126,2.3834448,0.017978037,14321
MIR548T,0.7116127,127,-0.22213458,0.8246596,20167
LOC100507362,0.71118355,128,1.5927277,0.11378544,16185
BCRP3,0.7103078,129,0.24293186,0.8084483,20095
MSL3,0.7094424,130,-0.859513,0.3914694,18174
ITGB2,0.7054883,131,5.2095265,7.6094375e-07,9229
FAM183B,0.705446,132,7.641084,5.406877e-13,5706
LOC100132354,0.7048203,133,12.102533,2.0131046e-31,1546
GDF11,0.70438445,134,4.466045,1.5524152e-05,10352
MARCO,0.704114,135,-8.048551,9.518923e-13,5819
ARHGEF33,0.7039124,136,-5.598189,1.3406876e-07,8653
LOC100128496,0.7039044,137,2.5591657,0.011603214,13937
LOC100506660,0.7036473,138,11.03145,1.2727868e-21,3073
ACCN1,0.70205224,139,3.8311708,0.00015819138,11322
LOC100506274,0.7016619,140,-2.636278,0.009570603,13799
LOC284080,0.70085955,141,-5.1013784,1.2816063e-06,9420
CYP4F2,0.70080584,142,4.8945584,1.9426568e-06,9561
WASF2,0.6976968,143,-17.614515,6.6112145e-37,1019
DRG2,0.69569457,144,-5.8032,3.3772945e-08,8247
DGKK,0.69511896,145,0.302487,0.7627631,19896
MAGEA3,0.69508296,146,9.058722,7.3214004e-19,3746
APCS,0.6920339,147,4.3663306,1.4037021e-05,10312
MSTO1,0.69144756,148,2.9520137,0.0038012268,13107
C22orf32,0.6906379,149,-5.143726,1.0387973e-06,9347
KCTD12,0.6891638,150,-17.556534,2.5856156e-37,988
IFT140,0.68887585,151,5.1263647,9.961337e-07,9327
LOC100507489,0.68617433,152,-4.318493,3.0458752e-05,10625
LOC283710,0.6859135,153,1.0229932,0.30814415,17717
FLJ31485,0.6837207,154,-13.821138,6.2537618e-28,1956
LOC283089,0.6828266,155,-2.8487306,0.0049607623,13321
C9orf5,0.68133175,156,-11.72339,3.9131746e-21,3184
ETF1,0.68057775,157,-6.0836225,1.36514995e-08,7989
LOC100507577,0.6800547,158,-7.194823,4.541148e-11,6598
LINC00273,0.67908883,159,2.701522,0.007855292,13650
MBD3L3,0.6787827,160,-0.3300808,0.7420281,19813
DEFB131,0.6786494,161,-1.0610279,0.2911356,17602
CHRNA1,0.6786237,162,8.528895,4.3672504e-14,5278
AXDND1,0.67850465,163,8.300193,2.4801356e-15,4803
CCDC61,0.6772846,164,1.9240634,0.056082077,15362
RTKN2,0.67685366,165,15.761941,2.6605399e-33,1341
C9orf139,0.6762794,166,4.6112084,9.891602e-06,10192
KLHL7-AS1,0.676245,167,-3.3706248,0.0010266245,12329
ODZ2,0.6759577,168,-10.152215,1.5415571e-17,4108
LOC339975,0.6741679,169,-2.2224739,0.0282063,14732
PLSCR4,0.6740408,170,-20.472836,0.0,376
CDH9,0.6730789,171,-0.85526747,0.39415583,18188
RAD54B,0.6724417,172,17.83341,0.0,632
MADCAM1,0.67002547,173,4.1877565,3.8899754e-05,10735
MIR3192,0.6700149,174,-3.4580169,0.0007763195,12169
PCDP1,0.6693448,175,7.0331135,1.9631713e-11,6408
MIR1468,0.66896546,176,-0.4450379,0.65730673,19445
PLAC1L,0.6682448,177,0.54273057,0.5883007,19109
LOC100128946,0.66705906,178,-3.5449317,0.0005817541,11991
MNX1,0.663912,179,13.020979,1.0113067e-31,1508
DUSP21,0.66333383,180,-1.0009569,0.31921214,17771
CCDC37,0.66119,181,0.40671498,0.6846665,19574
CYP26A1,0.66098535,182,-1.6570824,0.10049503,16019
LOC219347,0.66023,183,-0.8460864,0.39902297,18211
FRY,0.66010666,184,-13.158845,1.2583943e-28,1869
LOC100233209,0.6599183,185,2.2758334,0.024243547,14583
LINC00548,0.6590638,186,-6.573718,2.47585e-09,7520
MPZ,0.65775037,187,-10.888202,1.4201766e-19,3573
ANP32A-IT1,0.6574546,188,-4.8771963,3.805765e-06,9827
C8orf37,0.6544824,189,0.7859708,0.43334198,18379
LOC100506046,0.65343785,190,-3.284151,0.0012998212,12455
PTCD2,0.65274334,191,-3.257862,0.0014221399,12507
KHSRP,0.65249753,192,4.473189,1.6888187e-05,10385
SNORA49,0.65244555,193,-0.47552982,0.6353489,19322
COL14A1,0.65225494,194,-15.055952,1.2475019e-32,1403
LOC221122,0.651363,195,13.413415,4.4979084e-34,1268
ABCG4,0.65083504,196,0.3186674,0.7503774,19843
MIR139,0.6486409,197,-1.4220657,0.15824014,16662
LOC550112,0.648403,198,0.71919245,0.47340965,18566
CYP4Z2P,0.64794004,199,2.3952734,0.018056866,14326
PTPRM,0.6468357,200,-12.890174,2.0203002e-24,2530
SLC39A9,0.64682394,201,6.963705,5.829561e-11,6643
GOLGA8IP,0.6467445,202,-10.120101,3.8257643e-17,4242
ACCN4,0.64636433,203,2.4217422,0.016677693,14254
CYP1B1-AS1,0.64616174,204,-14.53976,1.0607124e-28,1864
ACTN3,0.6460229,205,-1.8708315,0.06399921,15508
TAS2R41,0.64538765,206,-0.40011078,0.6898619,19596
HIST2H2BC,0.6453324,207,14.428685,6.362833e-31,1610
RECQL4,0.64519626,208,19.835796,0.0,440
LOC678655,0.6444442,209,-0.31477797,0.7533983,19855
RFX4,0.6426039,210,0.23094775,0.8174586,20135
MIR4420,0.6419896,211,-0.02452694,0.9804765,20792
LOC100128822,0.64032173,212,-7.781163,8.997443e-13,5806
OR5AK2,0.6398972,213,-0.3529879,0.7247585,19736
MADD,0.6396674,214,-0.7746192,0.439998,18416
STAMBP,0.6394563,215,1.9243261,0.056485865,15372
CLEC4C,0.6388786,216,5.1602864,7.186707e-07,9211
TAOK2,0.6387814,217,5.0134654,1.5268694e-06,9476
ROGDI,0.6384938,218,18.898243,0.0,526
CRYBB2,0.6368253,219,0.19873984,0.8427949,20246
WWC1,0.6354425,220,-2.0498583,0.042921003,15101
C8orf22,0.6344907,221,-3.6098564,0.00048600865,11880
AFM,0.63432825,222,-0.16582234,0.868441,20339
TM9SF2,0.63275415,223,4.5203433,1.1389792e-05,10235
SP4,0.6327126,224,-5.0090256,2.0529894e-06,9586
VN1R10P,0.6324003,225,-3.107275,0.0024484582,12815
LOC100507387,0.6321347,226,-3.0831788,0.0024805758,12823
ENTPD7,0.63201964,227,12.800281,1.2354593e-24,2500
HHATL,0.63095355,228,-7.62032,1.4716008e-11,6347
FAM69C,0.6307131,229,-3.718434,0.00027107153,11608
ABCG8,0.62791955,230,-3.8840446,0.00018398928,11404
SNORD63,0.62761426,231,0.43281072,0.6659965,19492
ILDR1,0.62697923,232,10.543426,4.4303713e-20,3446
PTGDS,0.62657076,233,-13.883165,5.190584e-29,1833
BSPH1,0.62632126,234,-0.8316029,0.40761423,18255
LOC100128811,0.6246641,235,2.9742672,0.003196783,12982
BTNL9,0.62389016,236,-22.415583,0.0,202
GRK7,0.6233147,237,0.8042295,0.42286423,18330
LOC339535,0.623154,238,-1.2258699,0.22252272,17130
LOC100506241,0.62307197,239,-0.7404822,0.46060094,18516
MIR548Q,0.6228771,240,-0.94776875,0.34547633,17937
SNORD95,0.6216434,241,2.5911193,0.010783801,13883
SLFN5,0.6213793,242,-8.287628,9.361245e-14,5400
CARD6,0.6213107,243,-11.815066,2.7597262e-21,3147
GHRH,0.6201756,244,2.0307288,0.04400064,15124
MKKS,0.6190154,245,-3.0359144,0.0027659587,12902
PRKACA,0.6184074,246,-2.9334962,0.0039808964,13140
AVPR1B,0.6183177,247,1.1940304,0.23474807,17222
CLEC2L,0.6183064,248,-4.1301975,5.958511e-05,10916
FTH1P3,0.61829627,249,0.5892481,0.55671906,18985
H1F0,0.61806536,250,7.865566,4.4759094e-13,5673
AP1B1P1,0.61726105,251,-1.039055,0.30104807,17661
IL1R2,0.6169766,252,-1.875265,0.062548995,15477
KCNK3,0.6160594,253,-8.112605,1.2583044e-13,5447
SLC12A6,0.61565316,254,-11.012534,1.4262208e-19,3574
LOC100506083,0.61528015,255,-10.613987,2.7761926e-19,3646
MIR572,0.6151029,256,1.4697387,0.1440994,16526
BRD8,0.6145753,257,-0.48432583,0.6290132,19297
FOXL1,0.6125819,258,1.3990008,0.16388763,16710
C20orf173,0.6120725,259,-1.4370904,0.15358815,16618
GLDN,0.61136925,260,-11.71991,3.7080584e-21,3175
LOC100507424,0.61076796,261,-3.4075131,0.0009101786,12263
MIR638,0.61051494,262,0.48939386,0.62551576,19283
SPDYE7P,0.6102448,263,2.1635797,0.032493774,14862
C17orf51,0.60953856,264,-16.681036,5.668641e-36,1088
CASS4,0.6095255,265,-2.221395,0.028147979,14728
ZNF557,0.60870486,266,-0.10973374,0.9128144,20499
LOC286114,0.6081437,267,-0.43612862,0.66365427,19482
FLJ37035,0.60777414,268,-2.0334551,0.044171214,15130
CPT1A,0.6072736,269,-2.8799706,0.0044872407,13231
C20orf160,0.60669905,270,-16.170803,2.900802e-32,1447
MYO3B,0.6060195,271,8.728761,2.8431197e-17,4200
PELI1,0.6053872,272,-13.2721615,2.3480827e-26,2183
SNORD116-4,0.6048931,273,-7.904169,1.2661009e-12,5873
CDH19,0.60428715,274,-5.6097627,1.0536021e-07,8587
ZKSCAN2,0.60424614,275,2.936132,0.0038098802,13110
PIM2,0.60319966,276,4.5017195,1.6385364e-05,10367
SNORA81,0.603194,277,-2.1556785,0.033044618,14884
FRMD8,0.60202825,278,7.670373,9.52647e-13,5821
TAAR3,0.6009055,279,-1.2286278,0.2214614,17123
MARCKSL1,0.6008456,280,11.056706,2.3963955e-19,3628
PRSS23,0.5999104,281,4.8957887,2.2091988e-06,9619
ERCC1,0.5991875,282,1.0006126,0.31891778,17770
REP15,0.598528,283,-3.447726,0.0007516578,12148
CHTF18,0.5981746,284,11.786833,5.9545604e-22,3004
LOC285796,0.59804875,285,-7.0789022,1.2746985e-10,6812
ENTPD4,0.59781015,286,3.2503743,0.0014606782,12525
LOC158257,0.5972398,287,-9.1920185,1.4657675e-15,4724
ITGBL1,0.5960314,288,3.463267,0.0006822136,12091
KRTAP10-11,0.59593433,289,-0.394939,0.6936802,19602
LOC100652730,0.5955183,290,9.929269,7.433334e-22,3028
GOLGA5,0.59515893,291,6.507991,8.3921675e-10,7247
FLJ31306,0.59466285,292,-5.1258497,1.1065875e-06,9369
C14orf165,0.59458375,293,-0.025619794,0.97960585,20787
APOA5,0.59429216,294,3.29202,0.001119303,12378
C19orf35,0.5923674,295,-0.457702,0.647968,19389
AACSP1,0.5909104,296,5.288368,2.4144757e-07,8842
ING3,0.59082747,297,-13.5785675,1.7557226e-27,2019
LOC100507254,0.589676,298,-4.75114,6.56616e-06,10037
TXLNB,0.58928263,299,0.7820042,0.43553197,18390
SPNS3,0.5891386,300,-2.2297254,0.02753202,14701
MIR711,0.5890398,301,-0.97141606,0.33385193,17858
LINC00307,0.5886115,302,-5.055038,1.9672768e-06,9566
MIR320D2,0.58824533,303,-0.38095528,0.7040778,19653
SCARNA23,0.5882401,304,1.7255635,0.086865805,15842
SNAPC2,0.5878868,305,10.446351,1.8981902e-19,3602
LOC154860,0.58786905,306,7.9345064,1.0284823e-14,5023
SLURP1,0.5863071,307,5.2973003,2.8968003e-07,8907
HECW2,0.5853952,308,-1.0308753,0.3046829,17685
PXMP4,0.5847017,309,-1.7953775,0.07526685,15684
KIAA1967,0.58398855,310,0.078014635,0.9379263,20605
LOC100506990,0.5832393,311,-14.093556,5.3236635e-30,1720
DACH2,0.58206534,312,-1.7144227,0.08875929,15873
TBCE,0.5820049,313,16.05846,6.029572e-36,1092
CCDC144A,0.5820027,314,-5.0033255,2.2659788e-06,9629
TEX264,0.58070153,315,10.109178,3.260056e-20,3399
MIR4782,0.5805995,316,-1.4532537,0.14907716,16581
LOC100630918,0.5799997,317,0.05851324,0.9534326,20665
LOC100288123,0.5797856,318,-3.6720462,0.00036891122,11756
FLJ35282,0.5776881,319,-6.840397,5.3663984e-10,7137
CDHR1,0.57623017,320,-0.3768631,0.7068636,19667
GRPEL1,0.57613254,321,4.6476016,6.171708e-06,10010
HIST1H2BM,0.5760926,322,13.787974,3.509294e-35,1165
GPR31,0.574396,323,5.5602202,1.0561845e-07,8588
CPA5,0.57350755,324,-0.5202927,0.60364467,19173
SLC37A4,0.573466,325,5.053598,1.1993989e-06,9398
ATP4A,0.57292604,326,-3.9092486,0.00016454612,11346
C20orf20,0.5725872,327,15.7622175,3.6035792e-34,1258
LOC100507466,0.5724323,328,-7.671572,5.2662544e-12,6150
TOM1L1,0.5721796,329,5.5301127,1.8627968e-07,8745
LENG8,0.57175076,330,-5.232886,8.084163e-07,9247
ZNF321P,0.57166266,331,0.5794573,0.5633834,19006
FGF8,0.57156205,332,-5.1384773,1.2604366e-06,9417
KCTD5,0.5708331,333,23.361687,0.0,139
CCDC63,0.5703961,334,0.7292425,0.4673095,18546
WTH3DI,0.5702986,335,3.2416546,0.0014443505,12521
MIR4757,0.57022315,336,-3.5992894,0.00050183863,11907
GON4L,0.56986743,337,4.141793,5.8677746e-05,10907
FOXJ2,0.56966054,338,-7.289152,2.8925647e-11,6499
TMEM169,0.5687884,339,-4.1813064,5.7001427e-05,10894
SLC25A13,0.5682328,340,2.3242378,0.021652602,14503
KLRC4-KLRK1,0.5681308,341,-3.3224156,0.0012157586,12417
TRPS1,0.5679915,342,6.776505,5.648292e-10,7150
MIR329-1,0.5677291,343,0.2613468,0.79434776,20017
ALS2CR11,0.5666571,344,-7.9273877,1.4125632e-12,5892
RPL35,0.5665708,345,-2.1613402,0.03268801,14867
CTSC,0.56605816,346,-1.8382984,0.068288244,15580
IL21R,0.56589556,347,16.531815,2.8012293e-38,926
IFNA21,0.5658711,348,-0.76017314,0.44873488,18463
KCTD9,0.5641927,349,-13.668248,1.6170509e-28,1877
PNPLA1,0.56370825,350,6.651121,8.3592876e-11,6710
LOC100287846,0.5636528,351,2.2544637,0.025034439,14603
HINT3,0.563031,352,-5.2612715,5.260554e-07,9116
CECR1,0.56211656,353,0.81022686,0.41935652,18314
SLC5A4,0.56171346,354,-8.90748,1.4738861e-14,5075
TRUB1,0.5610186,355,4.5560875,1.1661147e-05,10241
TAS2R38,0.56000614,356,2.8404167,0.0049277297,13313
UNK,0.55941033,357,-0.36984202,0.7121333,19698
RPL17-C18ORF32,0.5591265,358,0.69394296,0.4891525,18643
GPATCH3,0.55851954,359,-2.5474362,0.012111317,13971
SLC6A11,0.55843526,360,1.0172575,0.31080145,17731
C14orf180,0.55760473,361,-12.731264,8.612082e-23,2826
LOC646743,0.5565992,362,1.7851299,0.07456096,15673
ZNF827,0.5565393,363,-2.474685,0.01481324,14144
LOC100131726,0.5565363,364,6.9764423,1.4601119e-11,6345
C9orf131,0.55635285,365,-6.439694,3.3487966e-09,7601
ITGA2B,0.55632025,366,0.88016707,0.38009545,18112
TPTE,0.556024,367,-1.0397799,0.2999181,17652
LOC100507217,0.5551532,368,-4.4987803,1.7032244e-05,10393
LLGL2,0.554629,369,11.587154,8.814848e-21,3263
SNORD15B,0.55369085,370,1.4136794,0.16007346,16679
MIR944,0.55316156,371,-0.45466718,0.6503313,19402
LCLAT1,0.55257416,372,8.6461,2.0889228e-14,5137
VWA2,0.5522565,373,6.5595183,3.972427e-10,7077
SPO11,0.5519227,374,3.488604,0.0005397324,11939
MGLL,0.5518367,375,-14.732774,1.2874335e-28,1871
TRIT1,0.5517262,376,-0.45737508,0.6482539,19393
GATAD2B,0.5515266,377,2.567969,0.011295613,13917
MYL2,0.55129975,378,-4.49831,1.7172473e-05,10397
GRIK1-AS1,0.5511994,379,-7.005205,2.107566e-10,6944
RIPK2,0.5511425,380,10.875545,5.8068596e-21,3217
TAS2R60,0.5510769,381,0.48458484,0.628868,19295
LOC100505681,0.5503376,382,-7.7818656,1.0406749e-12,5846
LOC100133308,0.55027175,383,0.3778954,0.70603126,19664
PALM,0.5498473,384,-10.367001,1.8477678e-18,3843
FBXO45,0.5494658,385,11.657033,1.3466905e-22,2867
KCTD10,0.54919744,386,-13.058748,1.3458418e-24,2506
LOC100130093,0.5477042,387,2.5568233,0.011702688,13941
PGRMC1,0.5475482,388,-0.043927602,0.96501696,20726
RPL19P12,0.5472872,389,-1.91561,0.057471372,15391
SNORD15A,0.54716897,390,2.3175297,0.022238303,14519
FBXW7,0.54688036,391,-16.64945,9.976555e-35,1212
PCDH12,0.54578376,392,-4.6367807,1.02817185e-05,10206
MIR1278,0.5456828,393,0.12871635,0.89782053,20457
MGC39372,0.54565907,394,-2.5005395,0.013852042,14085
LOC100286922,0.545204,395,2.8276021,0.004884319,13305
GPR137,0.5450083,396,15.822167,0.0,773
MIR4752,0.5448816,397,2.208144,0.027470099,14698
PLA2R1,0.5448245,398,-13.569333,3.3836395e-26,2202
PSG2,0.5447607,399,0.45141903,0.652319,19416
ASAH2,0.5447323,400,1.1841395,0.2387546,17254
TECPR1,0.5444149,401,-2.8090742,0.005843315,13458
LOC100507250,0.54409736,402,1.3627257,0.1753575,16805
CGB5,0.54384637,403,-2.5778842,0.011149501,13908
FNBP1,0.54347914,404,-3.8570457,0.00016599803,11352
CYP46A1,0.5432049,405,-11.96354,7.4163543e-22,3027
NPM2,0.5430261,406,-8.149958,5.002551e-13,5694
C1QTNF9B-AS1,0.54286003,407,8.292422,2.2257983e-14,5147
HIST2H2BA,0.54223585,408,-1.1738548,0.24248777,17283
STAC3,0.54215413,409,8.62845,3.0074684e-14,5208
SLFN12L,0.5419886,410,-3.9858482,0.0001155457,11196
GPR17,0.54181683,411,-13.471788,8.1544734e-25,2460
FAM176A,0.5417141,412,2.0143082,0.046287183,15180
KCMF1,0.5410733,413,-0.090883575,0.92767835,20557
LINC00240,0.5403291,414,-2.95246,0.003795269,13105
LCN12,0.539402,415,6.7207184,2.7698419e-10,7011
SERPINE3,0.5390352,416,-2.2055516,0.029448092,14770
WARS,0.5383756,417,1.2058172,0.22976284,17187
FLJ35024,0.5383065,418,-8.482975,1.7362259e-13,5505
PROZ,0.5382894,419,9.35578,2.5619376e-18,3877
MIR126,0.5379864,420,-8.677024,5.3567248e-14,5309
CNIH2,0.53737193,421,24.255941,0.0,98
DPY30,0.53679824,422,16.56518,1.6092475e-35,1131
FES,0.5366123,423,-9.157559,2.6864834e-15,4819
MIR4749,0.536434,424,-0.1319341,0.895286,20451
KIAA0196,0.5355577,425,5.5740542,8.941388e-08,8542
SORBS1,0.53550553,426,-17.25,9.169265e-34,1292
ANKRD7,0.53541344,427,-2.1933875,0.029792516,14779
CDRT15L2,0.5353159,428,-0.013662693,0.9891231,20824
LSM11,0.535133,429,-1.5879622,0.11517291,16195
SNX18,0.53492755,430,-8.7207155,3.4241087e-14,5234
TRPV3,0.5348147,431,-3.6344523,0.00036979085,11757
FRYL,0.53417003,432,-5.917053,2.5909234e-08,8160
LRRC3,0.5338534,433,-7.769978,2.3504365e-12,6001
GRIN2B,0.5333994,434,-8.201017,8.2743366e-13,5790
FAM203A,0.53338623,435,15.940416,9.168867e-39,895
RRAS2,0.53234375,436,-11.492016,1.2512673e-20,3306
RNASEH2C,0.5318017,437,4.0320053,8.134568e-05,11043
KIT,0.5310353,438,-14.758435,1.3292411e-28,1872
FLJ20518,0.53099585,439,1.0241241,0.30605164,17703
MIR556,0.5306562,440,-1.1884192,0.23723249,17238
MIR4460,0.5304918,441,-0.50971967,0.6113474,19212
SYTL1,0.53018785,442,3.3921597,0.00093226874,12280
CALR,0.52975607,443,17.2067,1.9470919e-37,982
LINC00526,0.5292679,444,-13.876643,2.2982002e-28,1899
HSD11B2,0.5286974,445,5.73276,7.392579e-08,8476
LOC150185,0.5284162,446,-2.27495,0.02502603,14601
CROCCP3,0.5268408,447,-4.932426,2.8548313e-06,9713
RPS4Y2,0.5267183,448,0.6903067,0.49126154,18659
LDB2,0.5261549,449,-21.560928,0.0,265
C4orf26,0.52585,450,6.805366,6.388728e-11,6661
SLC16A10,0.5257663,451,2.2680266,0.024864685,14597
LOC100507589,0.5256972,452,-7.8931184,1.3078588e-12,5880
LRBA,0.5256362,453,5.9977036,1.2049962e-08,7948
TCL6,0.52549946,454,5.6756396,3.4104513e-08,8251
UBA2,0.5254542,455,-5.1660304,1.0243324e-06,9342
