gene,tda_importance,tda_rank,euclidean_t,euclidean_p,euclidean_rank
LOC100128811,0.48596916,225,1.7569746,0.08048816,15617
ENTPD7,0.48458606,226,15.615891,7.184168e-37,926
CRYBB2,0.48458463,227,1.0174488,0.31098577,17530
MIR4420,0.4843828,228,0.050318792,0.959964,20665
GRK7,0.48433137,229,0.32784697,0.74366397,19766
LOC339535,0.48410785,230,-1.7550231,0.08186618,15640
ROGDI,0.48385885,231,18.979202,0.0,457
SLC12A6,0.48314598,232,-9.77584,1.7895773e-16,4178
ABCG8,0.4821636,233,-3.5865676,0.0005278089,11738
CLEC2L,0.4817196,234,-4.7947774,3.9996303e-06,9521
GHRH,0.48159802,235,2.1226428,0.03550827,14770
TAOK2,0.48155022,236,5.1414576,8.913566e-07,8974
H1F0,0.48141512,237,7.067292,6.59222e-11,6404
SLFN5,0.48125166,238,-7.8131843,1.7133785e-12,5664
FAM69C,0.48090884,239,-4.018516,9.126649e-05,10838
TM9SF2,0.48077938,240,5.486667,1.436592e-07,8374
MIR548Q,0.4806714,241,-0.48587817,0.6281157,19218
PTGDS,0.4806583,242,-12.992962,4.8568943e-26,2026
IL1R2,0.48045373,243,-2.169647,0.03160379,14651
KCNK3,0.48029637,244,-8.775643,2.7230913e-15,4559
GLDN,0.4797841,245,-11.35562,5.439551e-20,3250
ILDR1,0.47940427,246,10.292431,5.9320156e-19,3520
AVPR1B,0.4792962,247,1.1380416,0.2573775,17174
LOC100506083,0.47923315,248,-9.390664,3.4027484e-16,4272
LOC100506241,0.4788256,249,-1.0657898,0.28894895,17380
SP4,0.47867447,250,-4.2619762,4.3326847e-05,10506
CARD6,0.4781967,251,-14.918981,7.509937e-30,1541
LOC100507424,0.47773957,252,-3.395185,0.00095077575,12086
AP1B1P1,0.4769114,253,-0.8902484,0.37530905,17912
FTH1P3,0.47688347,254,0.36996916,0.71206033,19631
SNORD63,0.47448543,255,1.277346,0.20422733,16802
C20orf173,0.47353405,256,-0.9624489,0.33807015,17704
MIR572,0.4731642,257,1.3284762,0.18646036,16672
PRKACA,0.47309056,258,-3.0459988,0.0028296756,12775
PIM2,0.4723286,259,4.5491805,1.4115452e-05,10017
BSPH1,0.47191924,260,-0.3497264,0.727219,19700
FLJ37035,0.47185814,261,-1.2880348,0.20019265,16782
BRD8,0.47179145,262,0.032708935,0.9739622,20726
MKKS,0.47108746,263,-2.507512,0.0131319165,13872
CASS4,0.47106084,264,-2.2557824,0.025899217,14459
SNORD95,0.4706567,265,2.8635535,0.0050075995,13179
PELI1,0.4701388,266,-13.6858835,1.7670854e-27,1835
C17orf51,0.47008133,267,-16.376083,2.0208874e-34,1109
ZNF557,0.46968672,268,0.44378337,0.65806705,19365
C20orf160,0.46857363,269,-16.202398,9.195356e-32,1360
MYO3B,0.46770686,270,9.355301,1.3293749e-19,3355
ENTPD4,0.46732926,271,3.489144,0.00065475627,11876
FOXL1,0.46698317,272,1.5256902,0.12935492,16179
SPDYE7P,0.46582466,273,2.9446757,0.0039059066,13006
MARCKSL1,0.46532503,274,10.178462,3.804854e-17,4001
TAAR3,0.4650193,275,-1.5939797,0.11367356,16028
LOC285796,0.46494967,276,-7.718201,5.968847e-12,5899
SNORD116-4,0.46488968,277,-6.8371787,3.9931755e-10,6789
LOC286114,0.46483126,278,-0.6687652,0.5052402,18635
ZKSCAN2,0.46368098,279,4.714227,5.146569e-06,9630
MIR638,0.46360803,280,1.2216241,0.22429693,16945
LOC100652730,0.4635926,281,10.92224,5.1675042e-26,2031
CDH19,0.46289134,282,-4.741917,5.068766e-06,9623
GOLGA5,0.46253085,283,7.217174,1.9821617e-11,6156
FRMD8,0.46248552,284,7.175728,2.016415e-11,6163
REP15,0.4624464,285,-3.665642,0.00035815837,11518
APOA5,0.46162707,286,4.6430798,4.347885e-06,9564
CHTF18,0.46085882,287,11.362719,1.4088907e-20,3109
ITGBL1,0.46019357,288,5.122435,8.651789e-07,8963
LOC100507254,0.45958203,289,-5.655046,1.5099367e-07,8394
LOC158257,0.45892352,290,-9.235954,1.5959025e-15,4480
SNORA81,0.45826465,291,-1.0043448,0.31734368,17572
ERCC1,0.45793703,292,1.1096213,0.26937217,17257
PRSS23,0.45757192,293,5.5198474,1.2980263e-07,8345
SPNS3,0.45708832,294,-2.197482,0.029884811,14596
CPT1A,0.45699087,295,-1.9199258,0.05673717,15211
C19orf35,0.45684326,296,-0.45439184,0.6503811,19329
MIR711,0.45672703,297,-0.938916,0.35029796,17768
KRTAP10-11,0.45665035,298,0.11144028,0.91147834,20467
C14orf165,0.45599535,299,1.1140558,0.26762405,17246
TXLNB,0.45583344,300,1.0829419,0.28080484,17333
FLJ31306,0.4539131,301,-4.2135596,5.0907354e-05,10575
MIR320D2,0.45374006,302,-0.012779106,0.98982984,20798
KIAA1967,0.45283076,303,-0.2558855,0.7984369,19987
LINC00307,0.45265266,304,-5.0935035,1.7387927e-06,9208
SLURP1,0.45146108,305,4.7522874,3.8717485e-06,9512
ING3,0.45110363,306,-12.277446,2.0108356e-23,2495
TEX264,0.4509349,307,9.629307,2.412182e-18,3680
AACSP1,0.45011973,308,4.82901,2.3832217e-06,9326
TBCE,0.45010766,309,17.053984,3.035838e-38,832
KLRC4-KLRK1,0.4500068,310,-3.2606266,0.0014720651,12353
SCARNA23,0.44993263,311,2.4189465,0.016736932,14073
FGF8,0.44855064,312,-5.407328,4.3971937e-07,8746
LOC154860,0.4483541,313,7.0926714,5.2279014e-12,5875
CCDC144A,0.448335,314,-4.4739614,2.0128537e-05,10179
GRPEL1,0.44775712,315,5.074851,9.366353e-07,8994
SNAPC2,0.4476536,316,13.5814705,9.775297e-32,1366
LOC100506990,0.44734585,317,-13.805106,1.3890803e-28,1689
PXMP4,0.4468836,318,-3.1398056,0.0020414758,12569
CDHR1,0.44677007,319,-0.9598706,0.33900556,17709
DACH2,0.4459868,320,-1.6031994,0.11128324,15998
LOC100507466,0.44583827,321,-8.666629,4.2468507e-14,5006
LOC100288123,0.44544986,322,-3.0536563,0.0028424764,12780
SLC37A4,0.44494182,323,4.495253,1.4681333e-05,10039
HECW2,0.4448912,324,-0.11013752,0.9124931,20474
FLJ35282,0.44424903,325,-6.6692114,1.3393618e-09,7101
LENG8,0.44412675,326,-4.6404486,9.818308e-06,9865
TOM1L1,0.4427048,327,6.2370386,7.0435617e-09,7532
HIST1H2BM,0.4426544,328,13.964122,2.8608653e-36,973
MIR329-1,0.44227928,329,4.2398567,2.4589845e-05,10247
MIR4757,0.4422342,330,-3.7992778,0.00025652422,11354
LOC100287846,0.44209284,331,3.192398,0.0015836238,12410
GPR31,0.44205582,332,5.2891316,4.1519814e-07,8724
C20orf20,0.4418003,333,14.66159,5.76435e-30,1532
TRPS1,0.44174355,334,7.4536185,2.0653907e-11,6169
PNPLA1,0.4416995,335,5.8960733,7.203394e-09,7536
KCTD5,0.4396382,336,19.642855,0.0,394
ALS2CR11,0.4395219,337,-7.071378,1.1959031e-10,6532
IL21R,0.43947613,338,15.207159,1.14719625e-33,1175
MIR4782,0.4394217,339,-0.785929,0.43370047,18234
SLC5A4,0.43917337,340,-8.296688,4.4335583e-13,5416
CCDC63,0.43894744,341,-0.0918703,0.9269787,20530
GON4L,0.43892276,342,4.352913,2.7159018e-05,10287
TMEM169,0.43865514,343,-3.9463856,0.00014029248,11012
ATP4A,0.43823808,344,-3.8431969,0.00021338789,11263
CPA5,0.43798998,345,-0.5761922,0.5653286,18925
FOXJ2,0.43784264,346,-5.814297,5.0409437e-08,8063
CTSC,0.43754202,347,-2.7328382,0.007193755,13422
TRUB1,0.43708426,348,5.292073,5.1367357e-07,8795
RPL35,0.4364915,349,-2.4526,0.015694492,14017
RPL17-C18ORF32,0.43631738,350,0.62198985,0.53530663,18776
CECR1,0.4358431,351,0.17515586,0.8612615,20266
GPATCH3,0.43481722,352,-3.0245054,0.0030770237,12840
SLC6A11,0.4341067,353,1.0033637,0.3174758,17574
LOC100630918,0.43394428,354,0.9100717,0.36453697,17851
TPTE,0.43389916,355,0.16317591,0.87052673,20300
C14orf180,0.4336685,356,-12.71965,1.5282188e-22,2681
UNK,0.4330877,357,0.10341789,0.9178053,20493
ITGA2B,0.43286443,358,1.0093424,0.31440797,17554
ZNF321P,0.43285805,359,0.9599427,0.33899456,17708
SLC25A13,0.4325167,360,3.8079453,0.00020381062,11237
IFNA21,0.4323692,361,-0.7702305,0.44281214,18295
HINT3,0.43229446,362,-5.081507,1.2001052e-06,9070
MIR944,0.43137056,363,-0.7710193,0.44257766,18292
WTH3DI,0.43028456,364,3.852883,0.00017059097,11124
C9orf131,0.43025398,365,-6.0841584,2.0152779e-08,7797
ZNF827,0.4302453,366,-1.5146718,0.13272156,16213
LOC100131726,0.43007678,367,5.4442196,1.06093786e-07,8275
RPL19P12,0.42968273,368,-1.327274,0.1866191,16674
KCTD9,0.42949265,369,-9.991152,1.4663351e-17,3897
LOC646743,0.42943916,370,-0.46452087,0.6433625,19297
TAS2R38,0.42939928,371,2.4293783,0.01620611,14042
MYL2,0.42912215,372,-4.4265485,2.3327882e-05,10231
SPO11,0.42871678,373,4.164023,3.8997136e-05,10449
LCLAT1,0.4281727,374,9.391846,2.3961644e-16,4223
GPR137,0.42783964,375,15.600556,1.5421e-40,695
LOC100133308,0.42740473,376,-0.2184889,0.8273595,20121
PGRMC1,0.42661256,377,-2.1393855,0.034022458,14728
VWA2,0.4249242,378,1.9172074,0.057540532,15232
MGC39372,0.4245159,379,-2.5067308,0.013647202,13899
GATAD2B,0.42437917,380,3.4421632,0.0007834926,11969
FBXO45,0.42378074,381,11.824445,6.8313695e-23,2609
FBXW7,0.42348468,382,-12.630985,2.3665868e-23,2511
GRIK1-AS1,0.4228323,383,-7.1235256,1.4673066e-10,6577
STAC3,0.42272225,384,6.602916,1.4573113e-09,7130
LOC100507217,0.42248076,385,-4.539456,1.3557352e-05,9991
GPR17,0.42237663,386,-12.698819,8.63045e-23,2630
FNBP1,0.4223227,387,-1.3796886,0.17001027,16538
KCTD10,0.42206335,388,-12.568839,4.244443e-23,2563
SNORD15B,0.42193243,389,0.7947665,0.42842132,18202
LOC100130093,0.42172667,390,2.9067523,0.004319222,13071
FAM176A,0.42156404,391,2.2933993,0.023708548,14388
RIPK2,0.42141995,392,11.644995,3.949235e-23,2554
LLGL2,0.42138988,393,10.979765,4.3929375e-19,3489
TRIT1,0.42138797,394,0.3449725,0.7307171,19712
NPM2,0.42111647,395,-8.9306345,1.1073344e-14,4785
CGB5,0.42090532,396,-2.195211,0.030160833,14601
LOC100286922,0.4208095,397,3.2704651,0.0011434377,12201
PLA2R1,0.42079258,398,-12.921371,2.3185543e-24,2313
CNIH2,0.42067182,399,23.497341,0.0,111
LCN12,0.42038715,400,5.925006,2.1243604e-08,7809
TAS2R60,0.41994858,401,1.426066,0.15645254,16413
KCMF1,0.41969088,402,-1.3567616,0.1768052,16601
MIR4752,0.4192446,403,-0.29557556,0.7682066,19856
PALM,0.41889107,404,-10.497796,1.2572893e-18,3601
CYP46A1,0.4187137,405,-12.290423,2.6222713e-22,2726
LOC100505681,0.4186444,406,-7.2816772,2.1121944e-11,6178
LOC100507250,0.4186414,407,1.5999243,0.11209487,16007
PCDH12,0.4184516,408,-4.7419496,6.855707e-06,9739
PSG2,0.41844866,409,0.5261198,0.59948975,19089
SLFN12L,0.4173002,410,-3.6672804,0.00037342333,11541
ASAH2,0.4165721,411,2.9277303,0.004083288,13043
WARS,0.41638094,412,0.8472464,0.39823443,18052
SORBS1,0.41636345,413,-15.677022,1.0500336e-29,1567
MGLL,0.41635394,414,-14.728043,2.8858548e-28,1726
FES,0.416115,415,-8.930036,1.2063485e-14,4796
SNX18,0.41558647,416,-8.915856,1.1322691e-14,4788
MIR1278,0.41535088,417,-0.14916353,0.88171417,20341
SNORD15A,0.41494226,418,2.2670712,0.02526407,14437
SERPINE3,0.4144264,419,-1.6785266,0.09601836,15812
TRPV3,0.4143954,420,-4.150506,5.5327997e-05,10618
PROZ,0.41425127,421,9.231177,6.354046e-18,3790
MIR126,0.41424018,422,-8.530083,1.4348676e-13,5217
FAM203A,0.41397786,423,15.643109,2.2305899e-36,963
C1QTNF9B-AS1,0.41383523,424,8.030807,1.13342644e-13,5176
TECPR1,0.41245455,425,-3.2190075,0.0016885267,12446
LINC00526,0.4115669,426,-12.3623,3.1557318e-24,2338
SLC16A10,0.41124955,427,1.8938283,0.060399536,15289
FRYL,0.4112015,428,-4.76638,5.249799e-06,9637
UBA2,0.41102713,429,-4.4726443,1.8907684e-05,10151
MPO,0.410536,430,-8.363449,1.8725273e-13,5266
MIR4749,0.4105239,431,-1.2507434,0.21391916,16875
GRIN2B,0.4103508,432,-7.5558586,2.1750029e-11,6182
FLJ35024,0.41003534,433,-8.919809,2.2005389e-14,4891
LDB2,0.40947843,434,-20.585648,0.0,304
KIT,0.40940627,435,-14.221236,4.826823e-27,1889
MIR661,0.4092371,436,1.5174456,0.13195202,16205
CDRT15L2,0.4091898,437,0.87578356,0.3829957,17965
ANKRD7,0.4087236,438,-1.8103887,0.07235993,15508
RRAS2,0.4086775,439,-10.62584,2.1192605e-18,3666
LINC00240,0.40856022,440,-3.0074608,0.0032390037,12862
C4orf26,0.408524,441,7.874397,7.58747e-14,5102
SYTL1,0.40790194,442,2.1661036,0.032366443,14671
HIST2H2BA,0.40788472,443,-1.4310243,0.154831,16401
LRRC3,0.40746182,444,-7.8044024,2.2368247e-12,5711
LSM11,0.40691355,445,-0.35334554,0.72451836,19688
LOC150185,0.4065211,446,-2.721927,0.007719635,13472
CYP2D7P1,0.40634546,447,-2.8452039,0.005300878,13222
ANGPT4,0.40630034,448,-12.351575,1.2232754e-21,2859
CIDEA,0.40600687,449,-13.630617,6.881227e-25,2218
KIAA0196,0.40598524,450,6.9164896,8.265976e-11,6454
TMCO3,0.4050892,451,8.686442,6.934411e-16,4368
FLJ20518,0.404571,452,0.0,1.0,20851
SALL3,0.40452844,453,7.606613,9.5426054e-14,5146
MIR556,0.40404162,454,-0.6464453,0.5193718,18700
OGT,0.40342596,455,-3.8731296,0.00018601016,11174
