gene,tda_importance,tda_rank,euclidean_t,euclidean_p,euclidean_rank
IMPACT,173.02097,381,-3.6725945,0.00035785275,12117
C6orf89,172.70538,382,-9.313977,5.215635e-16,5253
CORO6,172.27356,383,-2.6210325,0.0094752945,14038
SNX5,172.08023,384,-8.28035,1.2269248e-13,6129
TMEM221,171.76382,385,-13.141067,6.425302e-27,2606
TIA1,171.55064,386,-2.143816,0.034406673,15084
MAML2,171.28183,387,-19.444838,4.0368505e-38,1182
EXOC3,171.02939,388,-7.549056,4.804859e-12,6810
TRMT112,170.95773,389,13.689089,5.807556e-30,2098
RBM5,170.1749,390,-8.976974,9.4790805e-15,5690
CHMP2B,169.95488,391,-0.6294294,0.5301263,18945
LAMP3,169.34624,392,7.5229707,4.991873e-12,6816
RNF13,168.93399,393,-7.7959895,2.1377741e-12,6664
C1orf146,168.9331,394,-3.0036857,0.0033468523,13354
MFSD7,168.9042,395,5.2014437,5.585408e-07,9700
NEFH,168.17986,396,4.4277177,1.9145193e-05,10908
TMPRSS11D,168.06125,397,1.5381507,0.1259586,16455
IFT43,167.96982,398,8.353927,9.271354e-15,5687
ERO1L,167.45538,399,7.0100465,1.0748503e-10,7464
ATIC,167.42612,400,21.392223,0.0,569
HSD3B1,167.28046,401,-2.592128,0.010957419,14171
CASC5,167.04657,402,21.585726,0.0,547
EML3,166.98111,403,-7.2948713,4.9029995e-11,7275
SSH1,166.8081,404,-3.5290358,0.00058590784,12363
C4orf32,166.76352,405,-4.929567,2.7107922e-06,10210
PPP2R5D,166.2933,406,3.1147692,0.002123508,13083
MGC16142,165.8963,407,-2.066399,0.041070793,15264
ADNP,165.29208,408,6.7235613,3.7960066e-10,7749
LAMA4,165.19995,409,-10.102199,3.9962746e-17,4920
IMPG1,165.11023,410,0.8948609,0.37273312,18172
GABARAPL3,164.839,411,-18.732136,2.9155042e-36,1350
BEX5,164.20804,412,-8.972787,1.6127428e-15,5426
YWHAE,163.21762,413,1.9325459,0.054537233,15540
AP1M2,162.33365,414,17.752005,3.9318933e-38,1181
ITGA6,162.26617,415,-16.665041,1.0631192e-35,1410
ZCCHC16,162.18335,416,-1.3724753,0.17284578,16888
NDUFV3,162.1068,417,0.2267152,0.82100475,20216
DDX51,161.80551,418,-2.5058005,0.013651615,14332
GNL3,161.80377,419,2.587933,0.010899741,14164
ADH5,161.74844,420,-18.564104,9.258783e-34,1598
RAB27A,161.51941,421,-4.135604,6.247638e-05,11361
SCUBE3,161.46179,422,12.984334,2.4372248e-29,2192
SAMD13,161.05643,423,-6.4758854,7.8689466e-10,7914
YY1AP1,160.69812,424,12.216066,6.5364805e-26,2804
VCX2,160.6773,425,1.9494096,0.05222829,15486
AP3D1,160.45676,426,6.999939,9.3180005e-11,7428
NRN1,160.29984,427,-20.129454,1.2611333e-38,1132
RETSAT,160.23038,428,-11.238073,2.2709137e-19,4298
ARPC5L,160.16977,429,16.726692,3.3289509e-34,1549
MB21D1,159.5285,430,6.9341173,1.228123e-10,7493
GNPNAT1,159.46014,431,10.474854,6.9929456e-19,4419
OVCH1,159.2851,432,-6.9911404,2.7289793e-10,7675
ARL8B,159.19788,433,6.8186936,1.1715676e-10,7484
GPCRLTM7,159.18185,434,-1.9292918,0.056245167,15570
ICAM5,159.16605,435,-8.089952,6.5156306e-13,6448
SFRP1,158.5231,436,-31.754827,0.0,57
HMOX2,158.2189,437,17.092062,3.09379e-40,1006
ARL1,158.21472,438,7.7910624,4.328137e-13,6370
GLG1,157.7918,439,-14.032598,6.241151e-28,2425
MAPK7,157.40302,440,-5.88263,2.8938254e-08,8828
GMFB,157.27315,441,2.4204962,0.016890144,14520
ANP32A,157.13318,442,6.9282966,5.871092e-11,7311
HAAO,156.90448,443,-17.2216,5.974057e-35,1470
FURIN,156.38895,444,0.9473804,0.34493265,18000
DYNLL1,156.25171,445,11.955188,1.9483874e-22,3557
BAZ1A,155.92343,446,5.705144,9.465014e-08,9150
SUSD3,155.77933,447,7.5384784,6.3820403e-12,6856
APEH,155.65152,448,11.341962,6.0159987e-22,3665
KIAA0753,155.55962,449,-2.694736,0.008135342,13934
LAP3,154.62212,450,2.6147277,0.009833267,14059
TCF20,154.41393,451,-0.49259403,0.6232464,19371
STK40,154.37048,452,-10.087738,7.475247e-18,4722
GAB1,154.28987,453,-7.1188216,7.340098e-11,7358
SEMA3D,153.6659,454,-20.546976,3.77061e-40,1009
TINAGL1,153.5372,455,-31.760921,0.0,56
CFHR4,153.31482,456,6.6172647,6.881753e-11,7344
DDX31,153.05264,457,2.717351,0.0076530506,13889
GABARAPL1,152.91562,458,-22.600288,0.0,448
CLIP3,152.84088,459,-16.457651,1.8425455e-35,1431
MARK4,152.60219,460,7.083747,8.952992e-11,7416
ELAVL1,152.55647,461,16.676224,6.756058e-38,1201
BSG,152.29253,462,8.853213,8.302585e-15,5672
PIK3R4,151.78151,463,-3.9556048,0.00012728723,11672
DNM1P35,151.47879,464,-5.5468535,1.3570245e-07,9277
BTBD3,151.413,465,-6.2149696,7.2484494e-09,8501
ATXN10,151.40991,466,4.483454,1.314563e-05,10772
RIMS2,151.36563,467,6.622751,1.8048232e-10,7581
PRDM6,151.07492,468,-0.32151315,0.7483475,19931
CLPTM1,150.67685,469,8.080071,3.0860126e-13,6321
SSBP4,150.67007,470,7.167838,2.5769019e-11,7141
AGTRAP,150.62424,471,11.15794,1.9511472e-21,3773
DDX28,150.57,472,-1.396821,0.1647222,16819
